,0,1,2,3
0,1.0,0.27142115022172975,0.1436238791805635,1.0
1,1.0,0.17950323234545806,0.2270839056547952,1.0
2,1.0,0.2927030926709277,0.1850279971833069,1.0
3,1.0,0.20358755317708133,0.18600136763672365,1.0
4,1.0,0.23968290476722898,0.17901442615779323,1.0
5,1.0,0.7451433975281431,0.8357689873416935,0.0
6,1.0,0.8536664356987238,0.7782765627691882,0.0
7,1.0,0.27464376925186174,0.19945903351816077,1.0
8,1.0,0.7872060912035574,0.856312258336359,0.0
9,1.0,0.16174356610470086,0.1463486793816915,1.0
10,1.0,0.7732646805462523,0.8180620899295994,0.0
11,1.0,0.7702314579121549,0.7319143840391062,0.0
12,1.0,0.24629449983574117,0.21968546626255053,1.0
13,1.0,0.22430909895224183,0.25774414470229207,1.0
14,1.0,0.920228968661766,0.8176022463757618,0.0
15,1.0,0.7786285382025705,0.6919006975359375,0.0
16,1.0,0.8509341974241906,0.8290862213946918,0.0
17,1.0,0.11862133440635778,0.16135577579625296,1.0
18,1.0,0.27971143506446766,0.3135965484072883,1.0
19,1.0,0.10759383772596061,0.2902727328923054,1.0
20,1.0,0.1849103453376346,0.3297589109982463,1.0
21,1.0,0.2515451161629309,0.14100552346699835,1.0
22,1.0,0.7856345455052303,0.8657239076600485,0.0
23,1.0,0.2705478814146521,0.12252419520378506,1.0
24,1.0,0.7506011065001893,0.7618883781931591,0.0
25,1.0,0.808437573832406,0.7817802154153711,0.0
26,1.0,0.21497937383022797,0.22291725374662186,1.0
27,1.0,0.8306951441300214,0.7741241609886345,0.0
28,1.0,0.7840910950520316,0.7729579153237515,0.0
29,1.0,0.7594910677940926,0.8024219002461547,0.0
30,1.0,0.8837680287604693,0.8814852295208957,0.0
31,1.0,0.7907520696422847,0.7995759894687968,0.0
32,1.0,0.23185751640597582,0.24748258116724522,1.0
33,1.0,0.8809900887674929,0.7306369410747398,0.0
34,1.0,0.2335713098999638,0.24009209488377292,1.0
35,1.0,0.8454346874795097,0.6544812742381261,0.0
36,1.0,0.1681701233780762,0.15349471959189273,1.0
37,1.0,0.29492438561356976,0.25934225486330564,1.0
38,1.0,0.16433785683039184,0.248947108013229,1.0
39,1.0,0.8249037530622552,0.820365436292197,0.0
40,1.0,0.17453514103719497,0.3087714290524309,1.0
41,1.0,0.3269491077055928,0.1704970681628031,1.0
42,1.0,0.21224531760166396,0.12649106727942036,1.0
43,1.0,0.8297343157740457,0.8120854092764405,0.0
44,1.0,0.2115205599281653,0.24719370535838958,1.0
45,1.0,0.839070025929905,0.7649101363650755,0.0
46,1.0,0.15417167235570783,0.19774596800745037,1.0
47,1.0,0.8090649774491184,0.8865686014217845,0.0
48,1.0,0.22055790567302638,0.2661570781963268,1.0
49,1.0,0.2610751947816914,0.2750454540604358,1.0
50,1.0,0.835534082896678,0.7723559709462348,0.0
51,1.0,0.14409220354014987,0.22368736547090695,1.0
52,1.0,0.8675701466278377,0.7778605784584197,0.0
53,1.0,0.2432770522546015,0.24759873953611167,1.0
54,1.0,0.2411715996420355,0.1875461799498509,1.0
55,1.0,0.8470925478396956,0.6540454628199883,0.0
56,1.0,0.24991393259485198,0.28515984049616394,1.0
57,1.0,0.1355602654746145,0.21629407601983944,1.0
58,1.0,0.19728813747394075,0.24884424211998168,1.0
59,1.0,0.8494683145058852,0.9154913944347236,0.0
60,1.0,0.21280615118317253,0.12744078555623084,1.0
61,1.0,0.06904283572663167,0.37185227036483337,1.0
62,1.0,0.8219123523484104,0.7143218360361145,0.0
63,1.0,0.8860010014966611,0.7927049881314994,0.0
64,1.0,0.7462990147956485,0.7111023501430889,0.0
65,1.0,0.19111633166993344,0.234393789653921,1.0
66,1.0,0.2232708571759936,0.3568310816773782,1.0
67,1.0,0.7852983167776098,0.7415813968904168,0.0
68,1.0,0.8025172337141843,0.7974632352398505,0.0
69,1.0,0.13678644629115688,0.19662840806309478,1.0
70,1.0,0.14402320058868898,0.13439309813944902,1.0
71,1.0,0.1889044711406312,0.21785006666301976,1.0
72,1.0,0.3022515827500557,0.19452420956025682,1.0
73,1.0,0.8720043938647173,0.773245574820408,0.0
74,1.0,0.7090952573812257,0.684624121437718,0.0
75,1.0,0.28830707483773543,0.28125832581554844,1.0
76,1.0,0.1378530750829332,0.15546490109461272,1.0
77,1.0,0.2029164229030958,0.204559488069704,1.0
78,1.0,0.19394444120911758,0.2524551988696341,1.0
79,1.0,0.27838668822178547,0.1742981019412135,1.0
80,1.0,0.16223608501364079,0.21231004984351576,1.0
81,1.0,0.24605877628522693,0.14445655454816983,1.0
82,1.0,0.19368507827117287,0.24503564626941718,1.0
83,1.0,0.7700914111126917,0.7625728445900323,0.0
84,1.0,0.2842467021913632,0.11289404336938967,1.0
85,1.0,0.1947885284874236,0.18291445866561995,1.0
86,1.0,0.12151623093822259,0.2572826871531233,1.0
87,1.0,0.733869730420654,0.79003408618009,0.0
88,1.0,0.21648909562519159,0.16638444078812947,1.0
89,1.0,0.2463647521630173,0.20760092989504683,1.0
90,1.0,0.7107799935358944,0.7514884026501173,0.0
91,1.0,0.2695567598098681,0.2354756777536251,1.0
